scenario_id,condition,seed,phase,model_id,prompt_version,generated_at,n_tutor_turns,n_learner_turns,exclusion_flag,exclusion_code,exclusion_reason,total_input_tokens,total_output_tokens,json_path,mock
SC_0746,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.109838,11,11,False,,,4256,312,outputs/main/C2/SC_0746_17.json,True
SC_0746,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.110372,11,11,False,,,4256,312,outputs/main/C2/SC_0746_42.json,True
SC_0746,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.110873,11,11,False,,,4256,312,outputs/main/C2/SC_0746_91.json,True
SC_0795,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.114279,4,4,False,,,1562,111,outputs/main/C2/SC_0795_17.json,True
SC_0795,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.114572,4,4,False,,,1562,111,outputs/main/C2/SC_0795_42.json,True
SC_0795,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.114866,4,4,False,,,1562,111,outputs/main/C2/SC_0795_91.json,True
SC_0800,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.117914,5,5,False,,,1926,123,outputs/main/C2/SC_0800_17.json,True
SC_0800,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.118220,5,5,False,,,1926,123,outputs/main/C2/SC_0800_42.json,True
SC_0800,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.118517,5,5,False,,,1926,123,outputs/main/C2/SC_0800_91.json,True
SC_0809,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.122973,14,14,False,,,5557,377,outputs/main/C2/SC_0809_17.json,True
SC_0809,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.123601,14,14,False,,,5557,377,outputs/main/C2/SC_0809_42.json,True
SC_0809,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.124247,14,14,False,,,5557,377,outputs/main/C2/SC_0809_91.json,True
SC_0871,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.128738,4,4,False,,,1601,105,outputs/main/C2/SC_0871_17.json,True
SC_0871,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.129007,4,4,False,,,1601,105,outputs/main/C2/SC_0871_42.json,True
SC_0871,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.129307,4,4,False,,,1601,105,outputs/main/C2/SC_0871_91.json,True
SC_0900,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.133073,10,10,False,,,3628,275,outputs/main/C2/SC_0900_17.json,True
SC_0900,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.133571,10,10,False,,,3628,275,outputs/main/C2/SC_0900_42.json,True
SC_0900,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.134084,10,10,False,,,3628,275,outputs/main/C2/SC_0900_91.json,True
SC_0921,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.137855,6,6,False,,,2234,163,outputs/main/C2/SC_0921_17.json,True
SC_0921,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.138212,6,6,False,,,2234,163,outputs/main/C2/SC_0921_42.json,True
SC_0921,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.138543,6,6,False,,,2234,163,outputs/main/C2/SC_0921_91.json,True
SC_0946,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.143723,17,17,False,,,6989,465,outputs/main/C2/SC_0946_17.json,True
SC_0946,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.144478,17,17,False,,,6989,465,outputs/main/C2/SC_0946_42.json,True
SC_0946,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.145211,17,17,False,,,6989,465,outputs/main/C2/SC_0946_91.json,True
SC_0972,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.150082,6,6,False,,,2592,163,outputs/main/C2/SC_0972_17.json,True
SC_0972,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.150459,6,6,False,,,2592,163,outputs/main/C2/SC_0972_42.json,True
SC_0972,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.150833,6,6,False,,,2592,163,outputs/main/C2/SC_0972_91.json,True
SC_0996,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.153605,4,4,False,,,1497,101,outputs/main/C2/SC_0996_17.json,True
SC_0996,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.153881,4,4,False,,,1497,101,outputs/main/C2/SC_0996_42.json,True
SC_0996,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.154172,4,4,False,,,1497,101,outputs/main/C2/SC_0996_91.json,True
SC_1026,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.158364,15,15,False,,,5253,458,outputs/main/C2/SC_1026_17.json,True
SC_1026,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.159114,15,15,False,,,5253,458,outputs/main/C2/SC_1026_42.json,True
SC_1026,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.159765,15,15,False,,,5253,458,outputs/main/C2/SC_1026_91.json,True
SC_1030,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.164448,6,6,False,,,2548,167,outputs/main/C2/SC_1030_17.json,True
SC_1030,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.164795,6,6,False,,,2548,167,outputs/main/C2/SC_1030_42.json,True
SC_1030,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.165130,6,6,False,,,2548,167,outputs/main/C2/SC_1030_91.json,True
SC_1036,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.168191,4,4,False,,,1681,97,outputs/main/C2/SC_1036_17.json,True
SC_1036,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.168482,4,4,False,,,1681,97,outputs/main/C2/SC_1036_42.json,True
SC_1036,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.168767,4,4,False,,,1681,97,outputs/main/C2/SC_1036_91.json,True
SC_1082,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.172140,10,10,False,,,3571,268,outputs/main/C2/SC_1082_17.json,True
SC_1082,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.172589,10,10,False,,,3571,268,outputs/main/C2/SC_1082_42.json,True
SC_1082,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.173065,10,10,False,,,3571,268,outputs/main/C2/SC_1082_91.json,True
SC_1116,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.177036,6,6,False,,,2517,170,outputs/main/C2/SC_1116_17.json,True
SC_1116,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.177384,6,6,False,,,2517,170,outputs/main/C2/SC_1116_42.json,True
SC_1116,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.177719,6,6,False,,,2517,170,outputs/main/C2/SC_1116_91.json,True
SC_1119,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.181266,9,9,False,,,3478,250,outputs/main/C2/SC_1119_17.json,True
SC_1119,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.181687,9,9,False,,,3478,250,outputs/main/C2/SC_1119_42.json,True
SC_1119,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.182132,9,9,False,,,3478,250,outputs/main/C2/SC_1119_91.json,True
SC_1181,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.186956,9,9,False,,,3555,250,outputs/main/C2/SC_1181_17.json,True
SC_1181,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.187421,9,9,False,,,3555,250,outputs/main/C2/SC_1181_42.json,True
SC_1181,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.187847,9,9,False,,,3555,250,outputs/main/C2/SC_1181_91.json,True
SC_1250,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.191346,6,6,False,,,2130,159,outputs/main/C2/SC_1250_17.json,True
SC_1250,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.191722,6,6,False,,,2130,159,outputs/main/C2/SC_1250_42.json,True
SC_1250,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.192084,6,6,False,,,2130,159,outputs/main/C2/SC_1250_91.json,True
SC_1253,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.195022,5,5,False,,,1819,127,outputs/main/C2/SC_1253_17.json,True
SC_1253,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.195352,5,5,False,,,1819,127,outputs/main/C2/SC_1253_42.json,True
SC_1253,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.195672,5,5,False,,,1819,127,outputs/main/C2/SC_1253_91.json,True
SC_1260,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.199260,10,10,False,,,3810,268,outputs/main/C2/SC_1260_17.json,True
SC_1260,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.199951,10,10,False,,,3810,268,outputs/main/C2/SC_1260_42.json,True
SC_1260,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.200536,10,10,False,,,3810,268,outputs/main/C2/SC_1260_91.json,True
SC_1278,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.205418,7,7,False,,,2877,187,outputs/main/C2/SC_1278_17.json,True
SC_1278,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.205831,7,7,False,,,2877,187,outputs/main/C2/SC_1278_42.json,True
SC_1278,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.206221,7,7,False,,,2877,187,outputs/main/C2/SC_1278_91.json,True
SC_1281,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.210220,9,9,False,,,3505,226,outputs/main/C2/SC_1281_17.json,True
SC_1281,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.210704,9,9,False,,,3505,226,outputs/main/C2/SC_1281_42.json,True
SC_1281,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.211205,9,9,False,,,3505,226,outputs/main/C2/SC_1281_91.json,True
SC_1293,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.214898,9,9,False,,,3226,270,outputs/main/C2/SC_1293_17.json,True
SC_1293,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.215332,9,9,False,,,3226,270,outputs/main/C2/SC_1293_42.json,True
SC_1293,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.215763,9,9,False,,,3226,270,outputs/main/C2/SC_1293_91.json,True
SC_1314,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.219934,8,8,False,,,2799,222,outputs/main/C2/SC_1314_17.json,True
SC_1314,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.220384,8,8,False,,,2799,222,outputs/main/C2/SC_1314_42.json,True
SC_1314,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.220825,8,8,False,,,2799,222,outputs/main/C2/SC_1314_91.json,True
SC_1316,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.225427,12,12,False,,,4673,315,outputs/main/C2/SC_1316_17.json,True
SC_1316,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.226124,12,12,False,,,4673,315,outputs/main/C2/SC_1316_42.json,True
SC_1316,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.226649,12,12,False,,,4673,315,outputs/main/C2/SC_1316_91.json,True
SC_1340,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.230283,4,4,False,,,1612,103,outputs/main/C2/SC_1340_17.json,True
SC_1340,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.230544,4,4,False,,,1612,103,outputs/main/C2/SC_1340_42.json,True
SC_1340,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.230807,4,4,False,,,1612,103,outputs/main/C2/SC_1340_91.json,True
SC_1358,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.233624,4,4,False,,,1514,104,outputs/main/C2/SC_1358_17.json,True
SC_1358,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.233920,4,4,False,,,1514,104,outputs/main/C2/SC_1358_42.json,True
SC_1358,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.234201,4,4,False,,,1514,104,outputs/main/C2/SC_1358_91.json,True
SC_1363,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.236998,6,6,False,,,2664,160,outputs/main/C2/SC_1363_17.json,True
SC_1363,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.237377,6,6,False,,,2664,160,outputs/main/C2/SC_1363_42.json,True
SC_1363,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.237722,6,6,False,,,2664,160,outputs/main/C2/SC_1363_91.json,True
SC_1368,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.240649,5,5,False,,,2206,135,outputs/main/C2/SC_1368_17.json,True
SC_1368,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.241176,5,5,False,,,2206,135,outputs/main/C2/SC_1368_42.json,True
SC_1368,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.241555,5,5,False,,,2206,135,outputs/main/C2/SC_1368_91.json,True
SC_1416,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.244808,5,5,False,,,2057,155,outputs/main/C2/SC_1416_17.json,True
SC_1416,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.245128,5,5,False,,,2057,155,outputs/main/C2/SC_1416_42.json,True
SC_1416,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.245431,5,5,False,,,2057,155,outputs/main/C2/SC_1416_91.json,True
SC_1429,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.248313,4,4,False,,,1483,89,outputs/main/C2/SC_1429_17.json,True
SC_1429,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.248595,4,4,False,,,1483,89,outputs/main/C2/SC_1429_42.json,True
SC_1429,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.248873,4,4,False,,,1483,89,outputs/main/C2/SC_1429_91.json,True
SC_1437,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.252673,12,12,False,,,4586,335,outputs/main/C2/SC_1437_17.json,True
SC_1437,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.253197,12,12,False,,,4586,335,outputs/main/C2/SC_1437_42.json,True
SC_1437,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.253990,12,12,False,,,4586,335,outputs/main/C2/SC_1437_91.json,True
SC_1470,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.257742,6,6,False,,,2221,170,outputs/main/C2/SC_1470_17.json,True
SC_1470,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.258113,6,6,False,,,2221,170,outputs/main/C2/SC_1470_42.json,True
SC_1470,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.258653,6,6,False,,,2221,170,outputs/main/C2/SC_1470_91.json,True
SC_1474,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.262091,8,8,False,,,3217,233,outputs/main/C2/SC_1474_17.json,True
SC_1474,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.262538,8,8,False,,,3217,233,outputs/main/C2/SC_1474_42.json,True
SC_1474,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.262949,8,8,False,,,3217,233,outputs/main/C2/SC_1474_91.json,True
SC_1486,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.266262,4,4,False,,,1766,104,outputs/main/C2/SC_1486_17.json,True
SC_1486,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.266572,4,4,False,,,1766,104,outputs/main/C2/SC_1486_42.json,True
SC_1486,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.266875,4,4,False,,,1766,104,outputs/main/C2/SC_1486_91.json,True
SC_1515,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.270722,14,14,False,,,5366,360,outputs/main/C2/SC_1515_17.json,True
SC_1515,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.271305,14,14,False,,,5366,360,outputs/main/C2/SC_1515_42.json,True
SC_1515,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.271888,14,14,False,,,5366,360,outputs/main/C2/SC_1515_91.json,True
SC_1523,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.276079,6,6,False,,,2295,152,outputs/main/C2/SC_1523_17.json,True
SC_1523,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.276429,6,6,False,,,2295,152,outputs/main/C2/SC_1523_42.json,True
SC_1523,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.276745,6,6,False,,,2295,152,outputs/main/C2/SC_1523_91.json,True
SC_1527,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.279673,5,5,False,,,2026,135,outputs/main/C2/SC_1527_17.json,True
SC_1527,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.280013,5,5,False,,,2026,135,outputs/main/C2/SC_1527_42.json,True
SC_1527,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.280333,5,5,False,,,2026,135,outputs/main/C2/SC_1527_91.json,True
SC_1532,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.283554,4,4,False,,,1644,100,outputs/main/C2/SC_1532_17.json,True
SC_1532,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.283841,4,4,False,,,1644,100,outputs/main/C2/SC_1532_42.json,True
SC_1532,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.284121,4,4,False,,,1644,100,outputs/main/C2/SC_1532_91.json,True
SC_1572,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.286911,4,4,False,,,1616,95,outputs/main/C2/SC_1572_17.json,True
SC_1572,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.287195,4,4,False,,,1616,95,outputs/main/C2/SC_1572_42.json,True
SC_1572,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.287478,4,4,False,,,1616,95,outputs/main/C2/SC_1572_91.json,True
SC_1691,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.290418,6,6,False,,,2524,151,outputs/main/C2/SC_1691_17.json,True
SC_1691,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.290901,6,6,False,,,2524,151,outputs/main/C2/SC_1691_42.json,True
SC_1691,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.291381,6,6,False,,,2524,151,outputs/main/C2/SC_1691_91.json,True
SC_1786,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.294738,5,5,False,,,1928,124,outputs/main/C2/SC_1786_17.json,True
SC_1786,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.295071,5,5,False,,,1928,124,outputs/main/C2/SC_1786_42.json,True
SC_1786,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.295406,5,5,False,,,1928,124,outputs/main/C2/SC_1786_91.json,True
SC_1804,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.298037,4,4,False,,,1525,102,outputs/main/C2/SC_1804_17.json,True
SC_1804,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.298336,4,4,False,,,1525,102,outputs/main/C2/SC_1804_42.json,True
SC_1804,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.298727,4,4,False,,,1525,102,outputs/main/C2/SC_1804_91.json,True
SC_1817,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.301740,5,5,False,,,1953,136,outputs/main/C2/SC_1817_17.json,True
SC_1817,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.302089,5,5,False,,,1953,136,outputs/main/C2/SC_1817_42.json,True
SC_1817,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.302434,5,5,False,,,1953,136,outputs/main/C2/SC_1817_91.json,True
SC_1820,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.305765,9,9,False,,,3555,246,outputs/main/C2/SC_1820_17.json,True
SC_1820,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.306190,9,9,False,,,3555,246,outputs/main/C2/SC_1820_42.json,True
SC_1820,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.306612,9,9,False,,,3555,246,outputs/main/C2/SC_1820_91.json,True
SC_1838,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.311614,16,16,False,,,6109,416,outputs/main/C2/SC_1838_17.json,True
SC_1838,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.312266,16,16,False,,,6109,416,outputs/main/C2/SC_1838_42.json,True
SC_1838,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.312971,16,16,False,,,6109,416,outputs/main/C2/SC_1838_91.json,True
SC_1876,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.317929,5,5,False,,,1963,134,outputs/main/C2/SC_1876_17.json,True
SC_1876,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.318227,5,5,False,,,1963,134,outputs/main/C2/SC_1876_42.json,True
SC_1876,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.318515,5,5,False,,,1963,134,outputs/main/C2/SC_1876_91.json,True
SC_1913,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.321031,6,6,True,E2,Turn 2: non-math content (war),2267,151,outputs/main/C2/SC_1913_17.json,True
SC_1913,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.321292,6,6,True,E2,Turn 2: non-math content (war),2267,151,outputs/main/C2/SC_1913_42.json,True
SC_1913,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.321755,6,6,True,E2,Turn 2: non-math content (war),2267,151,outputs/main/C2/SC_1913_91.json,True
SC_1919,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.324420,5,5,False,,,2141,128,outputs/main/C2/SC_1919_17.json,True
SC_1919,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.324748,5,5,False,,,2141,128,outputs/main/C2/SC_1919_42.json,True
SC_1919,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.325077,5,5,False,,,2141,128,outputs/main/C2/SC_1919_91.json,True
SC_1925,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.327741,4,4,False,,,1553,106,outputs/main/C2/SC_1925_17.json,True
SC_1925,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.327995,4,4,False,,,1553,106,outputs/main/C2/SC_1925_42.json,True
SC_1925,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.328266,4,4,False,,,1553,106,outputs/main/C2/SC_1925_91.json,True
SC_1927,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.330817,4,4,False,,,1475,103,outputs/main/C2/SC_1927_17.json,True
SC_1927,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.331101,4,4,False,,,1475,103,outputs/main/C2/SC_1927_42.json,True
SC_1927,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.331354,4,4,False,,,1475,103,outputs/main/C2/SC_1927_91.json,True
SC_1954,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.334497,6,6,False,,,2375,158,outputs/main/C2/SC_1954_17.json,True
SC_1954,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.334826,6,6,False,,,2375,158,outputs/main/C2/SC_1954_42.json,True
SC_1954,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.335136,6,6,False,,,2375,158,outputs/main/C2/SC_1954_91.json,True
SC_1959,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.337994,5,5,False,,,2021,140,outputs/main/C2/SC_1959_17.json,True
SC_1959,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.338297,5,5,False,,,2021,140,outputs/main/C2/SC_1959_42.json,True
SC_1959,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.338581,5,5,False,,,2021,140,outputs/main/C2/SC_1959_91.json,True
SC_1973,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.342354,10,10,False,,,4120,257,outputs/main/C2/SC_1973_17.json,True
SC_1973,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.342892,10,10,False,,,4120,257,outputs/main/C2/SC_1973_42.json,True
SC_1973,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.343415,10,10,False,,,4120,257,outputs/main/C2/SC_1973_91.json,True
SC_1974,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.347410,9,9,False,,,3353,253,outputs/main/C2/SC_1974_17.json,True
SC_1974,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.347849,9,9,False,,,3353,253,outputs/main/C2/SC_1974_42.json,True
SC_1974,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.348322,9,9,False,,,3353,253,outputs/main/C2/SC_1974_91.json,True
SC_1993,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.351997,6,6,False,,,2418,167,outputs/main/C2/SC_1993_17.json,True
SC_1993,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.352318,6,6,False,,,2418,167,outputs/main/C2/SC_1993_42.json,True
SC_1993,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.352638,6,6,False,,,2418,167,outputs/main/C2/SC_1993_91.json,True
SC_1994,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.356035,9,9,False,,,3838,242,outputs/main/C2/SC_1994_17.json,True
SC_1994,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.356469,9,9,False,,,3838,242,outputs/main/C2/SC_1994_42.json,True
SC_1994,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.356905,9,9,False,,,3838,242,outputs/main/C2/SC_1994_91.json,True
SC_2029,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.360906,9,9,False,,,3191,211,outputs/main/C2/SC_2029_17.json,True
SC_2029,C2,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.361301,9,9,False,,,3191,211,outputs/main/C2/SC_2029_42.json,True
SC_2029,C2,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.361691,9,9,False,,,3191,211,outputs/main/C2/SC_2029_91.json,True
SC_2074,C2,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.365059,6,6,False,,,2451,125,outputs/main/C2/SC_2074_17.json,True
